area,date,generation,avgTa,avgWs,avgRhm,ssDur,sumSsHr,sumGsr,avgTca,PM10,PM25
경상남도,2016-04-23,244.251616,15.9,1.1333333333333333,58.1,13.4,0.3,7.31,4.833333333333333,184.4583333333333,45.260891812865495
경상남도,2016-04-24,600.749903,15.433333333333332,1.7666666666666668,48.66666666666666,13.4,9.366666666666667,19.46333333333333,3.0,161.99305555555554,36.57411009407577
경상남도,2016-04-25,630.112332,16.166666666666668,1.3666666666666665,46.7,13.4,11.633333333333333,21.063333333333333,2.6,98.25694444444444,28.68411200101704
경상남도,2016-04-26,526.509684,17.0,1.7666666666666666,56.2,13.5,8.966666666666667,18.01,3.633333333333333,64.53713768115942,26.81092677345538
경상남도,2016-04-27,76.705118,11.6,3.4,84.36666666666666,13.5,0.0333333333333333,2.773333333333333,5.133333333333334,26.386473429951693,20.472463768115944
경상남도,2016-04-28,308.086176,13.666666666666666,1.9666666666666668,73.93333333333334,13.5,0.9333333333333332,8.930000000000001,5.066666666666667,30.36805555555556,20.432611873887616
경상남도,2016-04-29,604.086152,14.966666666666669,1.8666666666666665,59.36666666666667,13.6,10.4,20.23333333333333,2.6333333333333333,48.520833333333336,26.753871090770403
경상남도,2016-04-30,650.422093,16.5,2.333333333333333,60.6,13.6,11.266666666666666,20.866666666666667,2.1333333333333333,61.895833333333336,31.26263030765319
경상남도,2016-05-01,645.231207,17.400000000000002,2.3666666666666667,62.7,13.6,11.8,21.51333333333333,2.066666666666667,53.15972222222222,29.02138952453598
경상남도,2016-05-02,440.959191,18.766666666666666,2.1666666666666665,75.10000000000001,13.633333333333333,6.133333333333333,15.163333333333334,4.233333333333333,45.4375,28.36695429697432
경상남도,2016-05-03,205.571714,17.166666666666668,4.433333333333334,69.03333333333333,13.699999999999998,3.3666666666666667,8.483333333333334,4.133333333333334,25.77430555555556,18.531963513857107
경상남도,2016-05-04,696.661777,19.266666666666666,3.9,31.766666666666666,13.699999999999998,12.133333333333333,22.42,1.8,59.239583333333336,21.87405606407323
경상남도,2016-05-05,568.189041,17.7,1.5,43.29999999999999,13.699999999999998,8.933333333333334,18.50333333333333,3.9,44.44444444444444,25.257815280956013
경상남도,2016-05-06,238.566629,17.633333333333336,1.5333333333333332,86.96666666666665,13.800000000000002,0.1999999999999999,5.353333333333334,5.1000000000000005,35.97222222222222,26.75963005339436
경상남도,2016-05-07,562.205694,19.266666666666666,1.7,50.7,13.800000000000002,9.733333333333334,18.426666666666662,3.1,143.77083333333334,36.61561149249937
경상남도,2016-05-08,495.358268,18.266666666666666,1.6,45.36666666666667,13.800000000000002,7.833333333333333,16.213333333333335,3.9,78.67868814192343,26.98498578874723
경상남도,2016-05-09,274.939407,18.23333333333333,1.0333333333333334,58.6,13.9,0.4666666666666667,8.576666666666666,5.133333333333334,57.085200746965455,27.442653735788745
경상남도,2016-05-10,63.56763,14.833333333333334,1.7666666666666668,86.43333333333334,13.9,0.0,2.51,5.133333333333334,36.71875,28.19050025425884
경상남도,2016-05-11,525.279955,15.633333333333336,1.6,74.36666666666666,13.9,7.333333333333333,16.776666666666667,3.466666666666667,21.40277777777778,20.956203915586062
경상남도,2016-05-12,685.631503,17.866666666666667,2.2,65.2,13.933333333333332,12.0,23.22,1.9666666666666668,33.166666666666664,25.482324243579964
경상남도,2016-05-13,403.80385,17.099999999999998,1.7666666666666666,67.36666666666666,14.0,5.1000000000000005,12.77,3.733333333333333,38.42361111111112,28.36261123824053
경상남도,2016-05-14,669.258078,17.266666666666666,2.0,62.46666666666667,14.0,11.766666666666666,22.343333333333334,2.8000000000000003,37.04166666666666,27.30192601067888
경상남도,2016-05-15,342.237143,18.53333333333333,2.2,80.60000000000001,14.0,1.7666666666666666,9.806666666666668,4.633333333333334,36.1875,27.28290744978388
경상남도,2016-05-16,548.812665,16.366666666666667,2.1,60.13333333333333,14.1,7.466666666666666,16.403333333333332,3.6666666666666665,31.48611111111111,24.229166666666668
경상남도,2016-05-17,696.569201,17.5,1.3333333333333333,48.76666666666667,14.1,12.533333333333331,23.71666666666667,1.8,43.04861111111112,28.04695366132724
경상남도,2016-05-18,668.428477,20.03333333333333,1.3333333333333333,50.53333333333333,14.1,12.366666666666667,22.25666666666667,2.2666666666666666,52.21180555555556,35.15987954487669
경상남도,2016-05-19,584.397935,19.633333333333336,1.2666666666666666,53.333333333333336,14.1,11.1,20.78,3.233333333333333,51.25694444444444,35.51933320620392
경상남도,2016-05-20,668.336412,20.133333333333333,1.6333333333333335,56.53333333333333,14.166666666666666,12.133333333333333,22.25333333333333,2.5,44.60416666666666,32.22948131197559
경상남도,2016-05-21,629.932556,20.266666666666666,2.1333333333333333,50.6,14.199999999999998,11.3,20.83333333333333,3.966666666666667,44.951388888888886,34.62018497330283
경상남도,2016-05-22,658.475088,20.466666666666665,2.066666666666667,48.86666666666667,14.199999999999998,12.133333333333333,22.376666666666665,2.8000000000000003,50.701388888888886,38.29561085685228
경상남도,2016-05-23,623.356943,20.33333333333333,1.7,58.1,14.199999999999998,12.0,21.31,3.0,57.05555555555556,39.797425629290615
경상남도,2016-05-24,92.186926,19.2,1.6333333333333335,87.16666666666667,14.199999999999998,0.0,2.56,4.9,32.958333333333336,29.274934846173405
경상남도,2016-05-25,649.026512,20.166666666666668,1.5333333333333332,67.8,14.266666666666666,11.7,22.07333333333333,2.5,58.7687908496732,40.90174961861175
경상남도,2016-05-26,542.311874,21.600000000000005,1.2666666666666666,65.7,14.300000000000002,7.733333333333334,18.426666666666662,3.966666666666667,82.2312091503268,54.47648105771676
경상남도,2016-05-27,555.934223,23.1,1.5333333333333332,55.3,14.300000000000002,7.533333333333334,19.01,4.4,80.69444444444444,53.67274027459954
경상남도,2016-05-28,378.890775,21.1,1.2333333333333334,67.23333333333333,14.300000000000002,4.9,11.856666666666667,3.6666666666666665,85.68055555555556,57.584277269260106
경상남도,2016-05-29,383.615855,20.266666666666666,1.0333333333333334,73.66666666666667,14.300000000000002,3.966666666666667,12.556666666666668,3.766666666666667,63.53472222222222,47.33261981947623
경상남도,2016-05-30,659.161251,22.266666666666666,1.6666666666666667,61.4,14.4,12.266666666666666,22.956666666666667,2.1,63.15625,43.497629036359015
경상남도,2016-05-31,526.262658,23.03333333333333,1.3666666666666665,57.96666666666667,14.4,8.666666666666666,18.41,3.1666666666666665,73.01388888888889,49.42999936435291
경상남도,2016-06-01,591.727275,21.4,2.5333333333333337,51.2,14.4,9.866666666666667,20.50333333333333,2.9333333333333336,54.75347222222222,37.83459191456903
경상남도,2016-06-02,651.715327,19.5,1.6333333333333335,54.86666666666667,14.4,12.633333333333333,23.21,1.9666666666666668,32.40972222222222,29.30168446478515
경상남도,2016-06-03,596.915841,21.633333333333336,1.6333333333333335,53.53333333333333,14.4,10.666666666666666,21.23333333333333,3.266666666666667,46.29861111111112,35.602110348334605
경상남도,2016-06-04,148.934467,18.8,1.2,75.63333333333333,14.4,0.0,5.133333333333333,5.0,39.79166666666666,35.45809178743961
경상남도,2016-06-05,533.516646,21.4,2.8666666666666667,63.4,14.433333333333332,7.566666666666666,17.05333333333333,3.966666666666667,26.354166666666668,29.05018433765573
경상남도,2016-06-06,123.255608,19.0,1.933333333333333,80.60000000000001,14.466666666666669,0.0,3.583333333333333,5.133333333333334,28.56365740740741,31.218665776760744
경상남도,2016-06-07,409.930613,21.4,1.2333333333333334,78.7,14.5,4.066666666666666,14.123333333333331,3.966666666666667,38.90856481481481,34.769091660310195
경상남도,2016-06-08,248.561492,21.666666666666668,1.1666666666666667,81.13333333333333,14.5,0.0333333333333333,9.996666666666668,4.966666666666667,63.57291666666666,49.55562865497076
경상남도,2016-06-09,420.053419,22.266666666666666,1.5,77.83333333333333,14.5,4.566666666666666,13.453333333333331,4.1000000000000005,61.826388888888886,50.696332316298
경상남도,2016-06-10,579.534519,22.83333333333333,1.6,73.60000000000001,14.5,9.7,20.22,2.6333333333333333,60.32986111111112,49.30925819984745
경상남도,2016-06-11,488.761151,23.53333333333333,1.8333333333333333,76.3,14.5,8.066666666666666,17.786666666666665,4.0,47.90972222222222,42.5784340833969
경상남도,2016-06-12,179.965336,22.76666666666667,0.9,86.53333333333335,14.5,0.0,5.966666666666666,4.933333333333334,42.576388888888886,39.97608218916858
경상남도,2016-06-13,460.165796,23.133333333333336,1.7666666666666668,77.86666666666667,14.5,4.766666666666667,15.583333333333334,4.466666666666667,49.21527777777778,44.06470251716247
경상남도,2016-06-14,453.924836,22.5,1.7333333333333334,77.10000000000001,14.5,6.533333333333334,15.273333333333332,4.433333333333334,45.88194444444444,42.62901728960081
경상남도,2016-06-15,233.791575,22.6,2.1,80.66666666666667,14.5,0.1333333333333333,7.819999999999999,5.066666666666667,41.763888888888886,39.11694317315027
경상남도,2016-06-16,390.820758,24.566666666666663,1.7333333333333332,71.13333333333333,14.5,2.2333333333333334,12.793333333333337,4.433333333333334,32.375,32.959035723366384
경상남도,2016-06-17,654.331508,23.6,1.6,62.0,14.5,12.6,23.03333333333333,2.333333333333333,38.23611111111112,37.87057271802695
경상남도,2016-06-18,641.575618,23.066666666666663,2.1,72.39999999999999,14.5,10.366666666666667,22.38,3.633333333333333,45.8125,43.55294304602085
경상남도,2016-06-19,548.034856,25.03333333333333,1.7666666666666668,77.73333333333333,14.533333333333331,8.066666666666666,18.076666666666668,3.633333333333333,37.48611111111112,38.4471189295703
경상남도,2016-06-20,308.589357,23.8,1.5,85.1,14.533333333333331,3.8,11.576666666666666,4.633333333333334,57.11805555555556,48.66421147978642
경상남도,2016-06-21,174.350868,22.6,1.1,87.7,14.533333333333331,0.2,4.746666666666667,5.1000000000000005,49.09027777777778,45.02366514111365
경상남도,2016-06-22,118.051532,22.0,1.2,89.2,14.5,0.0,3.56,5.133333333333334,45.59375,44.397007691329776
경상남도,2016-06-23,581.210134,23.96666666666667,1.7333333333333334,73.33333333333333,14.5,10.3,21.49666666666667,3.6,33.020833333333336,36.638405797101456
경상남도,2016-06-24,99.725054,22.83333333333333,1.4333333333333331,84.53333333333335,14.5,0.7666666666666667,4.069999999999999,5.1000000000000005,26.65277777777778,33.93188723620646
경상남도,2016-06-25,498.186057,23.03333333333333,2.2333333333333334,65.2,14.5,7.133333333333334,15.586666666666668,3.466666666666667,31.45833333333333,33.9962020086448
경상남도,2016-06-26,609.020272,24.03333333333333,1.5333333333333332,64.8,14.5,12.2,22.456666666666667,2.1,37.63194444444444,39.779266781083145
경상남도,2016-06-27,254.296391,21.3,1.1,83.03333333333335,14.5,2.533333333333333,7.973333333333334,4.333333333333333,57.36111111111112,53.42691488685482
경상남도,2016-06-28,370.7818,22.03333333333333,1.1666666666666667,73.23333333333333,14.5,3.766666666666667,12.473333333333334,4.733333333333333,47.51736111111112,47.35581299262649
경상남도,2016-06-29,297.206616,22.066666666666663,1.2666666666666666,80.8,14.5,0.7333333333333334,9.696666666666667,4.8,37.12691570881226,41.969816462382845
경상남도,2016-06-30,471.04762,24.03333333333333,1.9,80.39999999999999,14.5,7.7,17.71,4.166666666666667,35.65086206896552,40.18128161796295
경상남도,2016-07-01,92.542744,24.23333333333333,2.5,88.26666666666667,14.5,0.0666666666666666,2.546666666666667,5.0,21.33333333333333,12.219796225038982
경상남도,2016-07-02,130.458189,24.166666666666668,2.566666666666667,87.5,14.5,0.1666666666666666,4.633333333333333,5.1000000000000005,20.18055555555556,10.479693866002716
경상남도,2016-07-03,120.457172,22.33333333333333,0.8666666666666667,90.96666666666664,14.5,0.0333333333333333,4.16,5.133333333333334,25.791666666666668,14.504174840299784
경상남도,2016-07-04,141.827363,23.2,0.9666666666666668,92.03333333333336,14.5,0.0666666666666666,3.72,5.133333333333334,27.476388888888888,16.676572481263516
경상남도,2016-07-05,341.86878,25.7,2.1,88.06666666666666,14.5,3.2,10.613333333333332,4.933333333333334,22.475,13.692720122227252
경상남도,2016-07-06,386.238001,26.666666666666668,1.8666666666666665,83.33333333333333,14.433333333333332,5.566666666666666,15.33,4.4,23.20546497584541,12.035256652079877
경상남도,2016-07-07,506.599491,25.8,1.3666666666666665,81.83333333333333,14.4,7.833333333333333,19.016666666666666,3.8333333333333335,36.79800724637681,17.929876515265832
경상남도,2016-07-08,415.13838,25.23333333333333,1.3,80.83333333333333,14.4,5.1,13.06,4.0,29.723214285714285,16.199496378451787
경상남도,2016-07-09,597.498003,26.1,1.3666666666666665,76.13333333333333,14.4,10.533333333333331,21.75333333333333,2.5666666666666664,28.59702380952381,16.93439401941552
경상남도,2016-07-10,446.883098,26.766666666666666,1.1333333333333333,78.73333333333333,14.4,5.366666666666667,15.253333333333332,4.233333333333333,42.394444444444446,24.596374993712587
경상남도,2016-07-11,191.056203,25.133333333333336,0.9,87.03333333333335,14.4,0.0999999999999999,6.1066666666666665,5.1000000000000005,42.9624007936508,25.82432819023188
경상남도,2016-07-12,216.457543,24.83333333333333,1.4333333333333336,89.2,14.4,0.7666666666666666,6.876666666666668,5.0,25.95833333333333,13.66339249786228
경상남도,2016-07-13,426.182164,26.83333333333333,1.0,81.26666666666667,14.333333333333334,6.033333333333334,15.65,4.0,35.59722222222222,17.526762361048238
경상남도,2016-07-14,539.40044,27.03333333333333,1.5666666666666669,70.63333333333333,14.300000000000002,10.0,20.14333333333333,2.9,42.270833333333336,21.39707666867864
경상남도,2016-07-15,518.762732,25.166666666666668,1.7666666666666666,67.56666666666666,14.300000000000002,8.633333333333333,19.116666666666667,4.166666666666667,29.25,13.73961319853126
경상남도,2016-07-16,74.338418,22.933333333333334,1.3,87.26666666666667,14.300000000000002,0.2333333333333333,2.7833333333333337,4.733333333333333,24.944444444444443,12.175899728383884
경상남도,2016-07-17,502.318811,25.066666666666663,1.3333333333333333,78.56666666666668,14.300000000000002,8.433333333333332,17.776666666666667,3.466666666666667,34.9375,16.622602924903177
경상남도,2016-07-18,518.065876,25.33333333333333,1.2,76.36666666666666,14.233333333333334,8.733333333333333,17.583333333333332,3.9333333333333336,41.36111111111112,20.98944501031136
경상남도,2016-07-19,428.308165,25.433333333333334,1.5333333333333332,76.7,14.199999999999998,5.166666666666667,14.57,3.9,43.86111111111112,24.217398206830644
경상남도,2016-07-20,509.321146,25.23333333333333,1.9,68.93333333333334,14.199999999999998,8.866666666666667,19.55333333333333,3.0,32.324252136752136,17.12937918112771
경상남도,2016-07-21,449.234656,24.766666666666666,1.8,72.89999999999999,14.199999999999998,7.899999999999999,18.44666666666667,3.6,30.48063137579267,16.386230227109365
경상남도,2016-07-22,504.366441,24.866666666666664,1.7666666666666666,73.8,14.199999999999998,7.633333333333333,18.33333333333333,3.4333333333333336,35.85831093189964,18.448748835815035
경상남도,2016-07-23,583.870589,25.566666666666663,1.5,74.0,14.1,11.0,19.706666666666667,3.333333333333333,34.55555555555556,16.79587765957447
경상남도,2016-07-24,535.117833,27.46666666666667,1.6333333333333335,78.56666666666666,14.1,9.333333333333334,18.52,3.8333333333333335,40.04166666666666,21.36758085609376
경상남도,2016-07-25,368.351561,27.73333333333333,1.3333333333333333,82.83333333333333,14.1,4.6000000000000005,12.293333333333331,4.166666666666667,41.46478174603175,21.491367385946383
경상남도,2016-07-26,507.837115,28.633333333333336,2.033333333333333,79.16666666666667,14.1,11.266666666666666,19.656666666666663,3.8,36.45014880952381,19.149876138021227
경상남도,2016-07-27,521.599095,29.266666666666666,2.2333333333333334,76.23333333333333,14.033333333333331,9.8,18.916666666666668,3.5,32.217013888888886,17.21116266787385
경상남도,2016-07-28,465.513436,29.2,2.566666666666667,78.10000000000001,14.0,7.333333333333333,15.813333333333333,3.9333333333333336,41.71527777777778,20.56411586439314
경상남도,2016-07-29,523.559162,29.366666666666664,2.033333333333333,78.26666666666667,14.0,10.1,18.74333333333333,3.233333333333333,43.98611111111112,23.160124616467986
경상남도,2016-07-30,515.212736,29.600000000000005,1.4666666666666668,76.0,14.0,10.366666666666667,18.966666666666665,2.6333333333333333,38.34027777777778,21.27696670187616
경상남도,2016-07-31,495.116503,29.1,1.2666666666666666,75.60000000000001,13.9,8.799999999999999,17.36,2.6333333333333333,32.96527777777778,19.553531009506564
경상남도,2016-08-01,442.180155,27.433333333333334,1.2333333333333334,80.89999999999999,13.9,7.866666666666667,15.413333333333334,3.1666666666666665,39.15625,21.854400872692523
경상남도,2016-08-02,375.587443,25.933333333333334,1.1333333333333333,84.06666666666666,13.9,5.266666666666667,14.126666666666669,4.166666666666667,36.11805555555556,19.02332629143403
경상남도,2016-08-03,410.88001,26.3,1.1333333333333333,82.13333333333333,13.9,4.3,13.143333333333333,4.1000000000000005,36.0625,18.0915572657311
경상남도,2016-08-04,472.52308,27.5,1.6666666666666667,77.66666666666667,13.800000000000002,8.4,16.456666666666667,3.1333333333333333,38.93055555555556,19.70839935113928
경상남도,2016-08-05,542.148591,27.933333333333334,1.5666666666666669,75.2,13.800000000000002,10.7,18.933333333333334,2.1666666666666665,34.958333333333336,16.35996365876968
경상남도,2016-08-06,563.533092,28.566666666666663,1.3,73.63333333333333,13.800000000000002,10.933333333333332,19.716666666666665,2.3000000000000003,36.31944444444444,17.19555574417786
경상남도,2016-08-07,558.171065,28.96666666666667,1.3,72.73333333333333,13.733333333333334,11.6,20.55333333333333,2.6666666666666665,39.46527777777778,19.642258940697147
경상남도,2016-08-08,467.417504,28.0,1.1,78.46666666666665,13.699999999999998,8.4,16.763333333333332,3.1333333333333333,45.013888888888886,22.095906581660884
경상남도,2016-08-09,388.359012,27.9,1.7333333333333332,75.66666666666667,13.699999999999998,6.9,14.573333333333332,3.266666666666667,39.9375,19.16413755595795
경상남도,2016-08-10,534.028099,28.73333333333333,1.3666666666666665,73.13333333333333,13.6,11.2,19.19333333333333,2.1333333333333333,39.17361111111112,18.412924085810573
경상남도,2016-08-11,544.596555,30.1,1.2,72.33333333333333,13.6,10.733333333333334,18.42,2.2333333333333334,54.88194444444444,26.5679606156632
경상남도,2016-08-12,547.213581,30.766666666666666,1.2666666666666668,72.46666666666665,13.6,11.266666666666666,18.57,2.0,62.29166666666666,29.92785825662693
경상남도,2016-08-13,569.470626,30.53333333333333,1.5333333333333332,69.7,13.6,11.366666666666667,18.25,1.8333333333333333,55.65972222222222,27.600255897590664
경상남도,2016-08-14,553.147929,30.633333333333336,1.2666666666666666,67.89999999999999,13.5,11.233333333333334,18.953333333333333,2.1666666666666665,46.74305555555556,24.494875760776623
경상남도,2016-08-15,384.105532,28.9,1.1,76.06666666666666,13.5,5.366666666666667,12.173333333333334,3.6666666666666665,43.94444444444444,23.9242178461848
경상남도,2016-08-16,375.040508,27.8,1.5333333333333332,78.39999999999999,13.5,4.3,11.356666666666667,4.066666666666666,42.201388888888886,21.92994882048187
경상남도,2016-08-17,460.285141,27.866666666666664,1.5,74.60000000000001,13.4,8.200000000000001,16.790000000000003,2.833333333333333,40.888888888888886,20.80373535033449
경상남도,2016-08-18,522.185773,28.166666666666668,1.7,72.03333333333333,13.4,9.666666666666666,17.866666666666664,2.833333333333333,35.1875,18.58029965796489
경상남도,2016-08-19,557.062558,28.433333333333334,1.8333333333333333,69.7,13.4,11.366666666666667,19.39,2.6,31.02083333333333,15.71103063226196
경상남도,2016-08-20,568.350098,28.666666666666668,2.0,65.89999999999999,13.300000000000002,11.5,18.743333333333336,2.5666666666666664,28.25,14.390372717670138
경상남도,2016-08-21,497.85488,28.633333333333336,1.9,66.23333333333333,13.300000000000002,9.133333333333333,16.203333333333333,2.966666666666667,24.569444444444443,12.92040924752276
경상남도,2016-08-22,510.956731,28.866666666666664,1.933333333333333,67.89999999999999,13.300000000000002,10.3,18.183333333333334,2.5,27.47222222222222,14.31850133293094
경상남도,2016-08-23,356.458888,27.5,1.6333333333333335,70.5,13.199999999999998,5.1000000000000005,11.576666666666668,3.6666666666666665,26.15277777777778,13.390204529450228
경상남도,2016-08-24,595.25589,27.5,1.9666666666666668,60.9,13.199999999999998,11.533333333333331,19.6,2.066666666666667,25.36805555555556,12.267463281525076
경상남도,2016-08-25,576.428423,27.9,1.6333333333333335,69.03333333333333,13.199999999999998,11.233333333333334,18.776666666666667,2.1666666666666665,31.49305555555556,16.57180536693325
경상남도,2016-08-26,98.397062,22.633333333333336,2.2333333333333334,81.56666666666666,13.1,0.1333333333333333,3.293333333333333,4.4,30.78472222222222,15.459480785674764
경상남도,2016-08-27,442.976807,23.6,2.6333333333333333,57.43333333333334,13.1,5.6000000000000005,15.136666666666663,4.4,22.65972222222222,9.4443784266385
경상남도,2016-08-28,119.324769,19.03333333333333,1.8666666666666665,87.23333333333335,13.1,0.1999999999999999,4.146666666666667,5.1000000000000005,12.493055555555555,7.429276067602233
경상남도,2016-08-29,489.413014,21.33333333333333,1.8666666666666665,63.833333333333336,13.0,8.633333333333333,15.643333333333333,3.333333333333333,16.600694444444443,8.046118153010411
경상남도,2016-08-30,326.268932,23.46666666666667,1.9666666666666668,59.13333333333333,13.0,4.966666666666666,10.08,3.333333333333333,28.79563492063492,11.135182460640811
경상남도,2016-08-31,563.47821,25.366666666666664,3.966666666666667,48.06666666666666,12.933333333333332,10.966666666666669,19.08333333333333,2.3000000000000003,44.73214285714286,14.644385657160102
경상남도,2016-09-01,508.585923,25.766666666666666,2.6333333333333333,69.06666666666666,12.9,9.666666666666666,17.153333333333332,3.5666666666666664,63.34722222222222,26.46261663145717
경상남도,2016-09-02,40.302752,19.966666666666665,1.4333333333333336,94.56666666666666,12.9,0.0,1.5933333333333335,5.133333333333334,22.125,12.00306982797646
경상남도,2016-09-03,168.038828,22.7,1.1,91.7,12.800000000000002,0.3333333333333333,5.253333333333333,4.8,21.54861111111111,10.790050802273528
경상남도,2016-09-04,294.34739,24.3,1.6000000000000003,87.83333333333333,12.800000000000002,1.9666666666666668,8.24,4.766666666666667,35.041666666666664,16.844392887681707
경상남도,2016-09-05,260.518643,24.866666666666664,1.2333333333333334,88.43333333333334,12.800000000000002,1.7333333333333334,8.450000000000001,4.666666666666667,33.56944444444444,16.787623861978773
경상남도,2016-09-06,240.067302,24.83333333333333,0.7999999999999999,86.66666666666667,12.699999999999998,1.3666666666666665,7.993333333333332,4.433333333333334,56.16319444444444,27.5364103918314
경상남도,2016-09-07,249.334131,24.433333333333334,0.7666666666666666,83.3,12.699999999999998,0.7999999999999999,7.543333333333333,4.9,67.99305555555556,30.590752477239576
경상남도,2016-09-08,537.086075,23.666666666666668,1.3333333333333333,74.26666666666667,12.699999999999998,10.233333333333334,17.05,2.766666666666667,50.00694444444444,24.443705673758863
경상남도,2016-09-09,432.920209,23.666666666666668,1.2333333333333334,80.3,12.6,5.833333333333333,13.206666666666663,3.0,59.65972222222222,30.289714425833708
경상남도,2016-09-10,248.648566,23.23333333333333,1.2,83.33333333333333,12.6,1.6,7.793333333333333,3.5,55.85416666666666,28.514195400130777
경상남도,2016-09-11,309.338536,23.366666666666664,1.4666666666666668,79.2,12.6,2.2,10.51,4.1000000000000005,36.97222222222222,19.50950970776118
경상남도,2016-09-12,139.344552,20.7,1.2666666666666666,90.3,12.5,0.3333333333333333,3.983333333333333,4.5,31.225694444444443,16.529129570947134
경상남도,2016-09-13,505.07908,22.633333333333336,1.4333333333333331,78.63333333333334,12.5,10.233333333333334,17.046666666666667,2.833333333333333,30.83333333333333,14.534860545244202
경상남도,2016-09-14,415.019552,22.83333333333333,1.2,80.53333333333333,12.4,7.266666666666667,14.596666666666666,3.5,30.92361111111111,15.380869297319046
경상남도,2016-09-15,424.977715,23.633333333333336,1.1333333333333333,80.96666666666667,12.4,7.033333333333334,14.04,4.266666666666667,35.94444444444444,18.63660027161612
경상남도,2016-09-16,130.11740799999998,23.0,0.8666666666666666,87.5,12.4,0.0333333333333333,4.403333333333333,5.1000000000000005,43.15277777777778,23.111081245913184
경상남도,2016-09-17,16.531199,19.83333333333333,2.0666666666666664,94.33333333333331,12.300000000000002,0.0,0.8833333333333333,5.133333333333334,17.770833333333332,10.762645553543583
경상남도,2016-09-18,95.494818,20.633333333333336,2.1666666666666665,87.26666666666665,12.300000000000002,0.0333333333333333,3.790000000000001,5.133333333333334,15.791666666666666,9.441987638951764
경상남도,2016-09-19,213.617744,21.33333333333333,3.0666666666666664,68.26666666666667,12.300000000000002,1.8666666666666665,7.859999999999999,4.333333333333333,22.98958333333333,10.371329724359942
경상남도,2016-09-20,542.453971,20.03333333333333,3.033333333333333,57.833333333333336,12.199999999999998,9.633333333333333,15.82,2.466666666666667,26.6875,10.998588476434788
경상남도,2016-09-21,408.653677,19.3,1.4666666666666668,68.43333333333334,12.199999999999998,6.633333333333333,12.473333333333334,3.5666666666666664,39.1875,18.9800138951763
경상남도,2016-09-22,215.367325,20.066666666666663,1.1666666666666667,76.66666666666667,12.199999999999998,0.3666666666666667,6.54,4.166666666666667,43.583333333333336,22.44060598058448
경상남도,2016-09-23,488.659508,20.6,1.3666666666666665,77.93333333333334,12.1,9.0,15.623333333333337,2.8000000000000003,39.645833333333336,19.897725843770434
경상남도,2016-09-24,523.688189,21.366666666666664,1.3999999999999997,75.16666666666667,12.1,10.133333333333333,15.693333333333332,2.833333333333333,34.31944444444444,17.250679040289725
경상남도,2016-09-25,350.48463300000003,21.73333333333333,0.9333333333333332,75.76666666666667,12.0,3.733333333333334,11.06,4.233333333333333,33.34722222222222,17.509882236809016
경상남도,2016-09-26,176.697322,22.766666666666666,0.9666666666666668,84.8,12.0,0.3,5.890000000000001,4.933333333333334,47.22916666666666,23.92186321110608
경상남도,2016-09-27,315.069537,24.6,0.8666666666666667,88.23333333333333,12.0,3.533333333333333,9.206666666666669,4.733333333333333,43.35416666666666,21.34773307429204
경상남도,2016-09-28,76.17949,22.3,0.9,94.93333333333334,11.9,0.0999999999999999,2.143333333333333,5.133333333333334,36.732638888888886,17.957630715255775
경상남도,2016-09-29,85.158164,18.966666666666665,2.066666666666667,87.10000000000001,11.9,0.0,3.253333333333334,5.066666666666667,25.18055555555556,11.44947280066395
경상남도,2016-09-30,87.68169400000001,17.633333333333333,1.3,91.63333333333333,11.9,0.0,2.9233333333333333,5.133333333333334,21.27083333333333,10.95867599718324
경상남도,2016-10-01,141.44981,19.8,1.0333333333333332,90.5,11.800000000000002,0.0333333333333333,4.533333333333333,5.133333333333334,28.59722222222222,20.74133909260097
경상남도,2016-10-02,250.569956,22.33333333333333,0.8333333333333334,88.3,11.800000000000002,2.7,9.89,4.8,32.770833333333336,22.48443237261707
경상남도,2016-10-03,255.17342,24.600000000000005,1.2333333333333334,87.46666666666665,11.800000000000002,3.4333333333333336,8.503333333333332,4.1000000000000005,35.0625,20.915025652633165
경상남도,2016-10-04,446.649011,22.8,2.4666666666666663,75.06666666666666,11.699999999999998,7.3,12.589999999999998,3.5666666666666664,34.31832437275986,21.0335669613231
경상남도,2016-10-05,270.326679,20.8,3.266666666666667,86.0,11.699999999999998,4.6000000000000005,8.973333333333334,3.6,21.46500896057348,16.802153072880415
경상남도,2016-10-06,556.589868,20.566666666666663,1.4,74.56666666666666,11.666666666666666,9.633333333333333,15.346666666666666,2.3000000000000003,36.452777777777776,21.87833327045924
경상남도,2016-10-07,214.935513,19.6,1.9666666666666663,78.0,11.6,2.766666666666667,7.516666666666667,4.566666666666667,35.708333333333336,21.915176550475326
경상남도,2016-10-08,90.103287,17.866666666666664,0.7999999999999999,91.03333333333336,11.6,0.0,2.893333333333333,4.666666666666667,25.75,19.2485476082692
경상남도,2016-10-09,608.847363,14.766666666666666,1.8,59.333333333333336,11.5,9.966666666666669,15.8,2.0,24.5625,17.568029777174186
경상남도,2016-10-10,380.272456,15.4,1.3333333333333333,70.89999999999999,11.5,4.433333333333334,10.563333333333333,3.8333333333333335,27.48611111111111,17.44306750163473
경상남도,2016-10-11,205.372005,15.266666666666666,0.7333333333333334,79.53333333333333,11.5,0.4666666666666667,5.68,4.166666666666667,32.69722222222222,19.89956890130894
